None: Sentiment Score = 0.46, PRs Contributed = 67
Developer Name: jagan999
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mironoff2007
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kirkaDev
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: gabrielle-cozart
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: hangmas
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: PeralHuang
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: shuszj
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: FreestyleDDCoder
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: jivincij
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: franks-git
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Alexhamid
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: shimika
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mazzic
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: avnitambaliya31
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: honglei92
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rejigtian
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: IsaacOng7
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DaveMurchison83
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DarkFlameMasterDev
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: zhbzhbzhbz
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: awesomeyy
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: carterhudson
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: irfanirawansukirman
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: unicornXx
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: pbaiyy
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: LiuYX-Skio
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kuyucuburak
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: bdovaz
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: bherbst
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: HimanshuLikhyani
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ilidiocn
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: nainan
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: iamcainiaot
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: TsmileAssassin
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Jadyli
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: skysoul19850730
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: JobbyPradhan
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: theAkito
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: xiaoqiang619
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: iqiluwxy
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: alirezabashi98
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: jerryisbusy
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: SudoDios
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DavidCorrado
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: msickpaler
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ila02
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: livewithme
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: michael-winkler
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: OneOfBillions
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: elinoia
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: abusaeed2433
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: SS1922
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: hijunmeng
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: trevorhackman
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: qianshui423
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: dingjiaxing
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: fullStackOasis
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: AndreuZaitsev
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: wangxuyang518
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: 188188
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: lzb1024
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: digvijaybec
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: tronku
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: desgraci
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: KishorJena
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: avartbaronov
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: bimromatic
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: 54lazycat
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: you1039002059
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: PaolinoAngeletti
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: JunyeongSeok
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: aaronKueng
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: 3HJack
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Awnisaeed
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Steven-Yao
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Shubham1992
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: androdevsatyam
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: HadisNZL
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: aprz512
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: qwaskhaled
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: varun0922
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: aykutuludag
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mattleibow
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rd7773
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: huannan
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Faisal-ali-shah
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: markz-code
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: champnc
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: vchernyshov
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: newmanw
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Morons
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mezentsev
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: yanghuabang05
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: qingguoguo
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: divyajbcoder
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: waleedmakarem
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: raldeskrisnu
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DumboTF
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ly001909
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: MavenLibrary
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: zhoulisheng-dodo
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kroussevrb
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: loveAndroidAndroid
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: hangwangyu
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: MudssirAhmed
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: shijia109
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: happysir
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: GentlemanHao
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: valery-lavrik
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: lhalegria
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: raghav2945
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: 490965536
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mobilewhj
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Boehrsi
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: jeesk
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ShroukMamdouh
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: binbinyYang
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: luiing
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mcclure
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: FvApp
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: cp-yfukuda
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: MugWorld
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Copatych
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: epegasus
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: jboylee
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ganadist
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mohammadmahdavim
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: vborodinramit
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: syg4806
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Arashvscode
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: opcodewriter
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Patek0000
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: RamiSaadeh
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ag2s20150909
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: forfiter9
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: hyeonQ
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: SumitSoni-001
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Teddyleee
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: airplanesmode
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Yubyf
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: lenhatquang97
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sky-ricardocarrapico
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: RickyHal
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ZouYongpeng
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: TothCsanad
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: tiwin-lm
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Wagkart
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: animeshPE91
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ranshine
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: 6a209
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: flamyoad
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: AsitDixit
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: haoyd
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ZhangHaoChase
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Rkhcy
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: imandaliya
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kunapuligayathri
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ali-imran
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: stevie-patreon
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
